,,,1753138800762,,2,,522,Project Name,,0,,,"5,221.50",1502,,,,,,,,,,,,,,,,
https://www.kickstarter.com/projects/brwgames/castle-of-the-mad-archmagetm-10th-anniversary-edition/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9880355#9880355,,https://kicktraq.com/projects/brwgames/castle-of-the-mad-archmagetm-10th-anniversary-edition/,non-5E,https://rpggeek.com/rpgfamily/27257/retro-clones,,Castle of the Mad Archmage™ 10th Anniversary Edition,July 31 2023,Y,USD,"54,368.00",1,"54,368.00",Y,N,Y,"$54,368",5436.00%,Ended,54368,1707436215939,July 1 2023,We're publishing a limited edition all-in-one volume to celebrate the decennial of this megadungeon adventure setting,https://ksr-ugc.imgix.net/assets/041/382/197/ebc7a2f755f9db4bd5d5e1a28f5d0077_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1687436553&auto=format&frame=1&q=92&s=becbb27c53e91f7e5b3b96f0aabab3eb,[size=14][b][url=https://www.kickstarter.com/projects/brwgames/castle-of-the-mad-archmagetm-10th-anniversary-edition/?ref=kicktraq]Castle of the Mad Archmage™ 10th Anniversary Edition[/url][/b][/size][q]We're publishing a limited edition all-in-one volume to celebrate the decennial of this megadungeon adventure setting[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/382/197/ebc7a2f755f9db4bd5d5e1a28f5d0077_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1687436553&auto=format&frame=1&q=92&s=becbb27c53e91f7e5b3b96f0aabab3eb[/inlineimg][/floatleft][b]Deadline:[/b]07-31-2023[url=https://kicktraq.com/projects/brwgames/castle-of-the-mad-archmagetm-10th-anniversary-edition/][IMG]https://kicktraq.com/projects/brwgames/castle-of-the-mad-archmagetm-10th-anniversary-edition//minichart.png[/IMG][/url],"$1,000.15",,"54,368.00",,1
https://www.kickstarter.com/projects/fantgeo/the-spattered-patina-of-the-barbarous-blade/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9912624#9912624,,https://kicktraq.com/projects/fantgeo/the-spattered-patina-of-the-barbarous-blade/,non-5E,https://rpggeek.com/rpg/10737/dungeon-crawl-classics-role-playing-game,,The Spattered Patina of the Barbarous Blades,August 1 2023,Y,USD,"3,855.00",1,"3,855.00",Y,N,Y,"$3,855",771.00%,Ended,3855,1707436215943,July 11 2023,A level 3-5 DCC-compatible adventure for Weird Frontiers,https://ksr-ugc.imgix.net/assets/041/463/356/4980706e7a2f49d920e3290b7c3acf66_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1688098507&auto=format&frame=1&q=92&s=2754882243ba3130f1c752dbfc81b7e3,[size=14][b][url=https://www.kickstarter.com/projects/fantgeo/the-spattered-patina-of-the-barbarous-blade/?ref=kicktraq]The Spattered Patina of the Barbarous Blades[/url][/b][/size][q]A level 3-5 DCC-compatible adventure for Weird Frontiers[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/463/356/4980706e7a2f49d920e3290b7c3acf66_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1688098507&auto=format&frame=1&q=92&s=2754882243ba3130f1c752dbfc81b7e3[/inlineimg][/floatleft][b]Deadline:[/b]08-01-2023[url=https://kicktraq.com/projects/fantgeo/the-spattered-patina-of-the-barbarous-blade/][IMG]https://kicktraq.com/projects/fantgeo/the-spattered-patina-of-the-barbarous-blade//minichart.png[/IMG][/url],$500.00,,"3,855.00",,1
https://www.kickstarter.com/projects/basicactiongames/tome-of-intriguing-options/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9894513#9894513,,https://kicktraq.com/projects/basicactiongames/tome-of-intriguing-options/,non-5E,https://rpggeek.com/rpg/17701/honor-intrigue,,Tome of Intriguing Options,August 1 2023,Y,USD,"8,516.00",1,"8,516.00",Y,N,Y,"$8,516",851.00%,Ended,8516,1707436215942,July 5 2023,"A Supplement to the Honor + Intrigue Swashbuckling RPG system featuring high-fantasy, space opera, new dueling styles, and more.",https://ksr-ugc.imgix.net/assets/041/457/496/07f72e3c756e9ce7fe0360514c943f28_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1688055837&auto=format&frame=1&q=92&s=8e06fa8517f785a17b813eefb69a3c2b,"[size=14][b][url=https://www.kickstarter.com/projects/basicactiongames/tome-of-intriguing-options/?ref=kicktraq]Tome of Intriguing Options[/url][/b][/size][q]A Supplement to the Honor + Intrigue Swashbuckling RPG system featuring high-fantasy, space opera, new dueling styles, and more.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/457/496/07f72e3c756e9ce7fe0360514c943f28_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1688055837&auto=format&frame=1&q=92&s=8e06fa8517f785a17b813eefb69a3c2b[/inlineimg][/floatleft][b]Deadline:[/b]08-01-2023[url=https://kicktraq.com/projects/basicactiongames/tome-of-intriguing-options/][IMG]https://kicktraq.com/projects/basicactiongames/tome-of-intriguing-options//minichart.png[/IMG][/url]","$1,000.71",,"8,516.00",,
https://www.kickstarter.com/projects/inksparkgames/unwritten-modern-dni-sourcebook/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9887290#9887290,,https://kicktraq.com/projects/inksparkgames/unwritten-modern-dni-sourcebook/,non-5E,https://rpggeek.com/rpg/27378/unwritten-adventures-ages-myst-and-beyond,,Unwritten: Modern D'ni Sourcebook,August 1 2023,Y,USD,"21,954.00",1,"21,954.00",Y,N,Y,"$21,954",109.00%,Ended,21954,1707436215940,July 1 2023,The first major expansion to the MYST tabletop RPG,https://ksr-ugc.imgix.net/assets/039/044/461/34e702f85eb106ac9377f7cf08dcfe76_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1666842583&auto=format&frame=1&q=92&s=2c8a2b26f92cae9e754d8bf07f545d2c,[size=14][b][url=https://www.kickstarter.com/projects/inksparkgames/unwritten-modern-dni-sourcebook/?ref=kicktraq]Unwritten: Modern D'ni Sourcebook[/url][/b][/size][q]The first major expansion to the MYST tabletop RPG[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/044/461/34e702f85eb106ac9377f7cf08dcfe76_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1666842583&auto=format&frame=1&q=92&s=2c8a2b26f92cae9e754d8bf07f545d2c[/inlineimg][/floatleft][b]Deadline:[/b]08-01-2023[url=https://kicktraq.com/projects/inksparkgames/unwritten-modern-dni-sourcebook/][IMG]https://kicktraq.com/projects/inksparkgames/unwritten-modern-dni-sourcebook//minichart.png[/IMG][/url],"$20,141.28",,"21,954.00",,
https://www.kickstarter.com/projects/lesliea/3-in-1-holiday-bundle-for-moon-curser-kids/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9880353#9880353,,https://kicktraq.com/projects/lesliea/3-in-1-holiday-bundle-for-moon-curser-kids/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,3-in-1 Holiday Bundle for Moon Curser Kids,August 1 2023,Y,USD,874.00,1,874.00,Y,N,Y,$874,124.00%,Ended,874,1707436215941,July 1 2023,Holiday-inspired TTRPG adventures for kids as young as 4 from the creator of Stargems!,https://ksr-ugc.imgix.net/assets/041/346/512/21c8aef490c91a189d64071d49a0dad0_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1687189565&auto=format&frame=1&q=92&s=9cdd6c51e38002e647655747d508e53c,[size=14][b][url=https://www.kickstarter.com/projects/lesliea/3-in-1-holiday-bundle-for-moon-curser-kids/?ref=kicktraq]3-in-1 Holiday Bundle for Moon Curser Kids[/url][/b][/size][q]Holiday-inspired TTRPG adventures for kids as young as 4 from the creator of Stargems![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/346/512/21c8aef490c91a189d64071d49a0dad0_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1687189565&auto=format&frame=1&q=92&s=9cdd6c51e38002e647655747d508e53c[/inlineimg][/floatleft][b]Deadline:[/b]08-01-2023[url=https://kicktraq.com/projects/lesliea/3-in-1-holiday-bundle-for-moon-curser-kids/][IMG]https://kicktraq.com/projects/lesliea/3-in-1-holiday-bundle-for-moon-curser-kids//minichart.png[/IMG][/url],$704.84,,874.00,,
https://www.kickstarter.com/projects/philipreed/50-guests-of-the-inn-systemless-fantasy-rpg-cards/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9938113#9938113,,https://kicktraq.com/projects/philipreed/50-guests-of-the-inn-systemless-fantasy-rpg-cards/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,"50 Guests of the Inn, Systemless Fantasy RPG Cards",August 1 2023,Y,USD,"4,692.00",1,"4,692.00",Y,N,Y,"$4,692",1876.00%,Ended,4692,1707436215943,July 26 2023,Who do the adventurers meet at the inn? Shuffle and draw one of these 50 cards to spark the next encounter. Designed by Philip Reed.,https://ksr-ugc.imgix.net/assets/041/733/807/5f69ad178af8b05aeee7ef61c53a73d5_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1690324342&auto=format&frame=1&q=92&s=b46a3342d71cb82165e3479c7fe9784c,"[size=14][b][url=https://www.kickstarter.com/projects/philipreed/50-guests-of-the-inn-systemless-fantasy-rpg-cards/?ref=kicktraq]50 Guests of the Inn, Systemless Fantasy RPG Cards[/url][/b][/size][q]Who do the adventurers meet at the inn? Shuffle and draw one of these 50 cards to spark the next encounter. Designed by Philip Reed.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/733/807/5f69ad178af8b05aeee7ef61c53a73d5_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1690324342&auto=format&frame=1&q=92&s=b46a3342d71cb82165e3479c7fe9784c[/inlineimg][/floatleft][b]Deadline:[/b]08-01-2023[url=https://kicktraq.com/projects/philipreed/50-guests-of-the-inn-systemless-fantasy-rpg-cards/][IMG]https://kicktraq.com/projects/philipreed/50-guests-of-the-inn-systemless-fantasy-rpg-cards//minichart.png[/IMG][/url]",$250.11,,"4,692.00",,
https://www.kickstarter.com/projects/2006299547/city-state-of-the-black-sun-virtual-boxed-set/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9924794#9924794,,https://kicktraq.com/projects/2006299547/city-state-of-the-black-sun-virtual-boxed-set/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,City-State of the Black Sun - Virtual Boxed Set,August 2 2023,Y,EUR,"4,227.00",1.09442,"4,626.11",Y,N,Y,"€4,227",281.00%,Ended,4626.11,1707436215946,July 19 2023,A unique yet flexible fantasy city for use with your favorite RPG!,https://ksr-ugc.imgix.net/assets/041/678/226/8b6d0e4d5b50d6af7fb74c72071c72b1_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1689827172&auto=format&frame=1&q=92&s=4603b4420e16f129587135e637e14701,[size=14][b][url=https://www.kickstarter.com/projects/2006299547/city-state-of-the-black-sun-virtual-boxed-set/?ref=kicktraq]City-State of the Black Sun - Virtual Boxed Set[/url][/b][/size][q]A unique yet flexible fantasy city for use with your favorite RPG![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/678/226/8b6d0e4d5b50d6af7fb74c72071c72b1_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1689827172&auto=format&frame=1&q=92&s=4603b4420e16f129587135e637e14701[/inlineimg][/floatleft][b]Deadline:[/b]08-02-2023[url=https://kicktraq.com/projects/2006299547/city-state-of-the-black-sun-virtual-boxed-set/][IMG]https://kicktraq.com/projects/2006299547/city-state-of-the-black-sun-virtual-boxed-set//minichart.png[/IMG][/url],"$1,646.30",,"4,626.11",,
https://www.kickstarter.com/projects/896102915/nightmare-over-ragged-hollow/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9921435#9921435,,https://kicktraq.com/projects/896102915/nightmare-over-ragged-hollow/,non-5E,https://rpggeek.com/rpg/58009/old-school-essentials-retro-adventure-game,,Nightmare Over Ragged Hollow,August 2 2023,Y,EUR,"68,023.00",1.09442,"74,445.73",Y,N,Y,"€68,023",3401.00%,Ended,74445.73,1707436215945,July 17 2023,A bloody good start in adventurous life! For OSE and all B/X look alikes,https://ksr-ugc.imgix.net/assets/041/642/692/dec5f38e1a95efe055617d8e39ca3551_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1689590508&auto=format&frame=1&q=92&s=0b3c4d93d8a39b8b3c8dbb1a8f6b5d45,[size=14][b][url=https://www.kickstarter.com/projects/896102915/nightmare-over-ragged-hollow/?ref=kicktraq]Nightmare Over Ragged Hollow[/url][/b][/size][q]A bloody good start in adventurous life! For OSE and all B/X look alikes[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/642/692/dec5f38e1a95efe055617d8e39ca3551_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1689590508&auto=format&frame=1&q=92&s=0b3c4d93d8a39b8b3c8dbb1a8f6b5d45[/inlineimg][/floatleft][b]Deadline:[/b]08-02-2023[url=https://kicktraq.com/projects/896102915/nightmare-over-ragged-hollow/][IMG]https://kicktraq.com/projects/896102915/nightmare-over-ragged-hollow//minichart.png[/IMG][/url],"$2,188.94",,"74,445.73",1,
https://www.kickstarter.com/projects/gamersandgrognards/octhorrorfest-special-edition/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9914827#9914827,,https://kicktraq.com/projects/gamersandgrognards/octhorrorfest-special-edition/,non-5E,https://rpggeek.com/rpg/58009/old-school-essentials-retro-adventure-game,,Octhorrorfest Special Edition,August 3 2023,Y,USD,"2,095.00",1,Not Funded,N,N,N,"$2,095",34.00%,Ended,0,1707436215947,July 14 2023,Limited Edition Anniversary Hardcover,https://ksr-ugc.imgix.net/assets/041/551/944/7071a4f3c84def700e54f880701c9e1e_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1688855593&auto=format&frame=1&q=92&s=58fbb7592955076d9a05a5566bbb9ce5,[size=14][b][url=https://www.kickstarter.com/projects/gamersandgrognards/octhorrorfest-special-edition/?ref=kicktraq]Octhorrorfest Special Edition[/url][/b][/size][q]Limited Edition Anniversary Hardcover[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/551/944/7071a4f3c84def700e54f880701c9e1e_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1688855593&auto=format&frame=1&q=92&s=58fbb7592955076d9a05a5566bbb9ce5[/inlineimg][/floatleft][b]Deadline:[/b]08-03-2023[url=https://kicktraq.com/projects/gamersandgrognards/octhorrorfest-special-edition/][IMG]https://kicktraq.com/projects/gamersandgrognards/octhorrorfest-special-edition//minichart.png[/IMG][/url],,6161.764706,,1,
https://www.kickstarter.com/projects/enworld/woin/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9890376#9890376,,https://kicktraq.com/projects/enworld/woin/,non-5E,,,What's OLD is NEW Starter Box: Fantasy/Modern/Sci-fi TTRPG,August 3 2023,Y,GBP,"39,379.00",1.271665,"50,076.90",Y,N,Y,"£39,379",787.00%,Ended,50076.9,1707436215946,July 4 2023,"Gorgeous boxed set for this flexible TTRPG with rulebook, adventures, characters, poster maps, tokens--and an open license!",https://ksr-ugc.imgix.net/assets/041/506/730/125e89b391efa0f0903e305fa7fa727c_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1688490247&auto=format&frame=1&q=92&s=1399b548b637177d786651c456cb4a93,"[size=14][b][url=https://www.kickstarter.com/projects/enworld/woin/?ref=kicktraq]What's OLD is NEW Starter Box: Fantasy/Modern/Sci-fi TTRPG[/url][/b][/size][q]Gorgeous boxed set for this flexible TTRPG with rulebook, adventures, characters, poster maps, tokens--and an open license![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/506/730/125e89b391efa0f0903e305fa7fa727c_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1688490247&auto=format&frame=1&q=92&s=1399b548b637177d786651c456cb4a93[/inlineimg][/floatleft][b]Deadline:[/b]08-03-2023[url=https://kicktraq.com/projects/enworld/woin/][IMG]https://kicktraq.com/projects/enworld/woin//minichart.png[/IMG][/url]","$6,363.01",,"50,076.90",,
https://www.kickstarter.com/projects/thearcanemuse/the-arcane-index-vol-2-flora-fuana-and-funga/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9894505#9894505,,https://kicktraq.com/projects/thearcanemuse/the-arcane-index-vol-2-flora-fuana-and-funga/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,"The Arcane Index Vol 2 - Flora, Fuana and Funga",August 4 2023,Y,GBP,"6,781.00",1.2748,"8,644.42",Y,N,Y,"£6,781",1356.00%,Ended,8644.42,1707436215951,July 5 2023,Suitable for all game systems. Designed with the Games Master in mind,https://ksr-ugc.imgix.net/assets/041/516/656/471933a0ea2df1c2ebf814689f577885_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1688574601&auto=format&frame=1&q=92&s=7d1444cea7c9dbe447a169bf33a24e5e,"[size=14][b][url=https://www.kickstarter.com/projects/thearcanemuse/the-arcane-index-vol-2-flora-fuana-and-funga/?ref=kicktraq]The Arcane Index Vol 2 - Flora, Fuana and Funga[/url][/b][/size][q]Suitable for all game systems. Designed with the Games Master in mind[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/516/656/471933a0ea2df1c2ebf814689f577885_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1688574601&auto=format&frame=1&q=92&s=7d1444cea7c9dbe447a169bf33a24e5e[/inlineimg][/floatleft][b]Deadline:[/b]08-04-2023[url=https://kicktraq.com/projects/thearcanemuse/the-arcane-index-vol-2-flora-fuana-and-funga/][IMG]https://kicktraq.com/projects/thearcanemuse/the-arcane-index-vol-2-flora-fuana-and-funga//minichart.png[/IMG][/url]",$637.49,,"8,644.42",,
https://www.kickstarter.com/projects/ageofage/suburbia-the-envy-of-a-million-spheres/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9894516#9894516,,https://kicktraq.com/projects/ageofage/suburbia-the-envy-of-a-million-spheres/,non-5E,https://rpggeek.com/rpg/39089/troika,,Suburbia: The Envy of A Million Spheres!,August 4 2023,Y,USD,"2,955.00",1,"2,955.00",Y,N,Y,"$2,955",155.00%,Ended,2955,1707436215952,July 5 2023,A surreal suburban setting for Troika!,https://ksr-ugc.imgix.net/assets/041/351/194/478160a0010377022d4b056a1423d901_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1687217262&auto=format&frame=1&q=92&s=402802f8498db43820238c03bf35e3f5,[size=14][b][url=https://www.kickstarter.com/projects/ageofage/suburbia-the-envy-of-a-million-spheres/?ref=kicktraq]Suburbia: The Envy of A Million Spheres![/url][/b][/size][q]A surreal suburban setting for Troika![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/351/194/478160a0010377022d4b056a1423d901_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1687217262&auto=format&frame=1&q=92&s=402802f8498db43820238c03bf35e3f5[/inlineimg][/floatleft][b]Deadline:[/b]08-04-2023[url=https://kicktraq.com/projects/ageofage/suburbia-the-envy-of-a-million-spheres/][IMG]https://kicktraq.com/projects/ageofage/suburbia-the-envy-of-a-million-spheres//minichart.png[/IMG][/url],"$1,906.45",,"2,955.00",,1
https://www.kickstarter.com/projects/missdataninja/field-guide-to-iridia/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9894495#9894495,,https://kicktraq.com/projects/missdataninja/field-guide-to-iridia/,non-5E,https://rpggeek.com/rpg/57798/lancer,,Field Guide to Iridia,August 4 2023,Y,CAD,"5,198.00",0.7474797,Not Funded,N,N,N,"$5,198 CAD",64.00%,Ended,0,1707436215951,July 5 2023,A third-party supplement for the LANCER tabletop roleplaying game.,https://ksr-ugc.imgix.net/assets/041/414/346/32142aa4822c61cc0b6a3d63a06c0d7f_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1687749589&auto=format&frame=1&q=92&s=ff836e8335c70df8f3291fb34d9d5c62,[size=14][b][url=https://www.kickstarter.com/projects/missdataninja/field-guide-to-iridia/?ref=kicktraq]Field Guide to Iridia[/url][/b][/size][q]A third-party supplement for the LANCER tabletop roleplaying game.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/414/346/32142aa4822c61cc0b6a3d63a06c0d7f_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1687749589&auto=format&frame=1&q=92&s=ff836e8335c70df8f3291fb34d9d5c62[/inlineimg][/floatleft][b]Deadline:[/b]08-04-2023[url=https://kicktraq.com/projects/missdataninja/field-guide-to-iridia/][IMG]https://kicktraq.com/projects/missdataninja/field-guide-to-iridia//minichart.png[/IMG][/url],,6070.936688,,,
https://www.kickstarter.com/projects/0-hr/landing-zones-sci-fi-miniature-scale-maps/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9936573#9936573,,https://kicktraq.com/projects/0-hr/landing-zones-sci-fi-miniature-scale-maps/,non-5E,https://rpggeek.com/rpg/43232/starfinder-system-compatible-product,,Landing Zones: sci-fi miniature-scale maps,August 7 2023,Y,USD,"3,884.00",1,"3,884.00",Y,N,Y,"$3,884",194.00%,Ended,3884,1707436215959,July 25 2023,A pair of 24x36 inch miniature-scale poster maps featuring a pair of planet-side landing bays for Starfinder and other sci-fi RPGs.,https://ksr-ugc.imgix.net/assets/041/676/206/c71d1a2335e8e826d7d204beed930841_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1689810924&auto=format&frame=1&q=92&s=6789d1594933b12397a2d0aab2d07f39,[size=14][b][url=https://www.kickstarter.com/projects/0-hr/landing-zones-sci-fi-miniature-scale-maps/?ref=kicktraq]Landing Zones: sci-fi miniature-scale maps[/url][/b][/size][q]A pair of 24x36 inch miniature-scale poster maps featuring a pair of planet-side landing bays for Starfinder and other sci-fi RPGs.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/676/206/c71d1a2335e8e826d7d204beed930841_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1689810924&auto=format&frame=1&q=92&s=6789d1594933b12397a2d0aab2d07f39[/inlineimg][/floatleft][b]Deadline:[/b]08-07-2023[url=https://kicktraq.com/projects/0-hr/landing-zones-sci-fi-miniature-scale-maps/][IMG]https://kicktraq.com/projects/0-hr/landing-zones-sci-fi-miniature-scale-maps//minichart.png[/IMG][/url],"$2,002.06",,"3,884.00",,
