,,,1754522970792,,,,,,,,,,,,,,,,,,,2025-10-24,,,,,,,,
https://www.kickstarter.com/projects/dumbcanegames/pickpocketing-expanded-a-2-dandd-5e-ruleset-expansion/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10628219#10628219,,https://kicktraq.com/projects/dumbcanegames/pickpocketing-expanded-a-2-dandd-5e-ruleset-expansion/,5E,,,Pickpocketing Expanded: A $2 D&D 5e Ruleset Expansion,April 21 2024,Y,USD,"4,059.00",1,"4,059.00",Y,N,Y,"$4,059",8118.00%,Ended,4059,1739812326297,March 26 2024,"Enhance your games with new rules, approaches, and consequences for pickpocketing! Includes 7 unique d100 loot tables of varying wealth",https://ksr-ugc.imgix.net/assets/044/477/145/bca3ff1f158b625053698c2929fc8d2f_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1711462627&auto=format&frame=1&q=92&s=2e67d668df00162e4ed8c20250b2361c,"[size=14][b][url=https://www.kickstarter.com/projects/dumbcanegames/pickpocketing-expanded-a-2-dandd-5e-ruleset-expansion/?ref=kicktraq]Pickpocketing Expanded: A $2 D&D 5e Ruleset Expansion[/url][/b][/size][q]Enhance your games with new rules, approaches, and consequences for pickpocketing! Includes 7 unique d100 loot tables of varying wealth[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/044/477/145/bca3ff1f158b625053698c2929fc8d2f_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1711462627&auto=format&frame=1&q=92&s=2e67d668df00162e4ed8c20250b2361c[/inlineimg][/floatleft][b]Deadline:[/b]04-21-2024[url=https://kicktraq.com/projects/dumbcanegames/pickpocketing-expanded-a-2-dandd-5e-ruleset-expansion/][IMG]https://kicktraq.com/projects/dumbcanegames/pickpocketing-expanded-a-2-dandd-5e-ruleset-expansion//minichart.png[/IMG][/url]",$50.00,,"4,059.00",,
https://www.kickstarter.com/projects/dungeonmatron/the-character-compendium-over-200-dandd5e-npcs/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10589728#10589728,,https://kicktraq.com/projects/dungeonmatron/the-character-compendium-over-200-dandd5e-npcs/,5E,,,The Character Compendium: Over 200 D&D5e NPCs,April 22 2024,Y,CAD,"5,853.00",0.729895,"4,272.08",Y,N,Y,"$5,853 CAD",2926.00%,Ended,4272.08,1739812326297,March 8 2024,"From merchants to mercenaries, discover a treasure trove of NPCs to enrich your world!",https://ksr-ugc.imgix.net/assets/044/282/419/a901c7e3b3e07d2283070fdb48eb7339_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1709946882&auto=format&frame=1&q=92&s=889c0f7fff7d88eeb790d973ea7d7da2,"[size=14][b][url=https://www.kickstarter.com/projects/dungeonmatron/the-character-compendium-over-200-dandd5e-npcs/?ref=kicktraq]The Character Compendium: Over 200 D&D5e NPCs[/url][/b][/size][q]From merchants to mercenaries, discover a treasure trove of NPCs to enrich your world![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/044/282/419/a901c7e3b3e07d2283070fdb48eb7339_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1709946882&auto=format&frame=1&q=92&s=889c0f7fff7d88eeb790d973ea7d7da2[/inlineimg][/floatleft][b]Deadline:[/b]04-22-2024[url=https://kicktraq.com/projects/dungeonmatron/the-character-compendium-over-200-dandd5e-npcs/][IMG]https://kicktraq.com/projects/dungeonmatron/the-character-compendium-over-200-dandd5e-npcs//minichart.png[/IMG][/url]",$146.00,,"4,272.08",,
https://www.kickstarter.com/projects/roguesgambit/tempests-fury-the-reaving-of-bastion-ridge/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10644137#10644137,,https://kicktraq.com/projects/roguesgambit/tempests-fury-the-reaving-of-bastion-ridge/,5E,,,Tempest's Fury: The Reaving of Bastion Ridge,April 22 2024,Y,GBP,421.00,1.2351,519.98,Y,N,Y,£421,421.00%,Ended,519.98,1739812326298,April 2 2024,The giants are looking for something; destroying homesteads and raiding settlements. Will you find out why? An adventure for D&D 5E.,https://ksr-ugc.imgix.net/assets/044/434/747/c9be7314144f04d4d9b17f193d0d1296_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1711098236&auto=format&frame=1&q=92&s=e57a9ef8faa4bc274c2a3ceb7fa44255,[size=14][b][url=https://www.kickstarter.com/projects/roguesgambit/tempests-fury-the-reaving-of-bastion-ridge/?ref=kicktraq]Tempest's Fury: The Reaving of Bastion Ridge[/url][/b][/size][q]The giants are looking for something; destroying homesteads and raiding settlements. Will you find out why? An adventure for D&D 5E.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/044/434/747/c9be7314144f04d4d9b17f193d0d1296_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1711098236&auto=format&frame=1&q=92&s=e57a9ef8faa4bc274c2a3ceb7fa44255[/inlineimg][/floatleft][b]Deadline:[/b]04-22-2024[url=https://kicktraq.com/projects/roguesgambit/tempests-fury-the-reaving-of-bastion-ridge/][IMG]https://kicktraq.com/projects/roguesgambit/tempests-fury-the-reaving-of-bastion-ridge//minichart.png[/IMG][/url],$123.51,,519.98,,
https://www.kickstarter.com/projects/brianberg/the-libram-of-lost-spells-for-dnd-5e-compatible/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10612551#10612551,,https://kicktraq.com/projects/brianberg/the-libram-of-lost-spells-for-dnd-5e-compatible/,5E,,,The Libram of Lost spells for DnD (5E+ Compatible),April 23 2024,Y,USD,"66,040.00",1,"66,040.00",Y,N,Y,"$66,040",330.00%,Ended,66040,1739812326299,March 19 2024,"A vast hardcover tome filled with lost spells and more from earlier editions of DnD, resurrected for use with the 5th Edition rules.",https://ksr-ugc.imgix.net/assets/044/074/547/0e966689e1d2964c21dea2b656079a13_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1708474467&auto=format&frame=1&q=92&s=ac01d08238b3a764f6c4cb7dc763596b,"[size=14][b][url=https://www.kickstarter.com/projects/brianberg/the-libram-of-lost-spells-for-dnd-5e-compatible/?ref=kicktraq]The Libram of Lost spells for DnD (5E+ Compatible)[/url][/b][/size][q]A vast hardcover tome filled with lost spells and more from earlier editions of DnD, resurrected for use with the 5th Edition rules.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/044/074/547/0e966689e1d2964c21dea2b656079a13_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1708474467&auto=format&frame=1&q=92&s=ac01d08238b3a764f6c4cb7dc763596b[/inlineimg][/floatleft][b]Deadline:[/b]04-23-2024[url=https://kicktraq.com/projects/brianberg/the-libram-of-lost-spells-for-dnd-5e-compatible/][IMG]https://kicktraq.com/projects/brianberg/the-libram-of-lost-spells-for-dnd-5e-compatible//minichart.png[/IMG][/url]","$20,012.12",,"66,040.00",,
https://www.kickstarter.com/projects/dragontown/explore-the-multiverse-with-wanderer-ttrpg/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10624961#10624961,,https://kicktraq.com/projects/dragontown/explore-the-multiverse-with-wanderer-ttrpg/,RPG,,,Explore the Multiverse with Wanderer TTRPG!,April 24 2024,Y,USD,121.00,1,Not Funded,N,Y,N,$121,6.00%,Cancelled,0,1739812326299,March 24 2024,"A TTRPG set in a multiverse at war with itself and a vast host lurking in the shadows, ready to pounce.",https://ksr-ugc.imgix.net/assets/044/218/842/dcf4bbdb0fa9d89bc548b40e2061bb8e_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1709523511&auto=format&frame=1&q=92&s=c46e64d4c2ebc1b7f6917aa0da2cf8c0,"[size=14][b][url=https://www.kickstarter.com/projects/dragontown/explore-the-multiverse-with-wanderer-ttrpg/?ref=kicktraq]Explore the Multiverse with Wanderer TTRPG![/url][/b][/size][q]A TTRPG set in a multiverse at war with itself and a vast host lurking in the shadows, ready to pounce.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/044/218/842/dcf4bbdb0fa9d89bc548b40e2061bb8e_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1709523511&auto=format&frame=1&q=92&s=c46e64d4c2ebc1b7f6917aa0da2cf8c0[/inlineimg][/floatleft][b]Deadline:[/b]04-24-2024[url=https://kicktraq.com/projects/dragontown/explore-the-multiverse-with-wanderer-ttrpg/][IMG]https://kicktraq.com/projects/dragontown/explore-the-multiverse-with-wanderer-ttrpg//minichart.png[/IMG][/url]",,2016.666667,,,
https://www.kickstarter.com/projects/557168934/lost-labyrinth-secrets-of-the-pharaoh-a-dandd-5e-adventure/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10641856#10641856,,https://kicktraq.com/projects/557168934/lost-labyrinth-secrets-of-the-pharaoh-a-dandd-5e-adventure/,5E,,,Lost Labyrinth: Secrets of the Pharaoh - A D&D 5e Adventure,April 24 2024,Y,EUR,"2,575.00",1.069705,"2,754.49",Y,N,Y,"€2,575",1716.00%,Ended,2754.49,1739812326300,April 1 2024,Delve into the mysteries of Ancient Egypt in this DnD One-Shot for level 7 players!,https://ksr-ugc.imgix.net/assets/044/457/833/2d669f1763a23a5b87b66c91c5b6427a_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1711314846&auto=format&frame=1&q=92&s=e83a6d7a3552b247ff6868d7a7af6f2e,[size=14][b][url=https://www.kickstarter.com/projects/557168934/lost-labyrinth-secrets-of-the-pharaoh-a-dandd-5e-adventure/?ref=kicktraq]Lost Labyrinth: Secrets of the Pharaoh - A D&D 5e Adventure[/url][/b][/size][q]Delve into the mysteries of Ancient Egypt in this DnD One-Shot for level 7 players![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/044/457/833/2d669f1763a23a5b87b66c91c5b6427a_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1711314846&auto=format&frame=1&q=92&s=e83a6d7a3552b247ff6868d7a7af6f2e[/inlineimg][/floatleft][b]Deadline:[/b]04-24-2024[url=https://kicktraq.com/projects/557168934/lost-labyrinth-secrets-of-the-pharaoh-a-dandd-5e-adventure/][IMG]https://kicktraq.com/projects/557168934/lost-labyrinth-secrets-of-the-pharaoh-a-dandd-5e-adventure//minichart.png[/IMG][/url],$160.52,,"2,754.49",,
https://www.kickstarter.com/projects/840112518/secrets-of-the-misty-isles-for-dnd-5e/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10691087#10691087,,https://kicktraq.com/projects/840112518/secrets-of-the-misty-isles-for-dnd-5e/,5E,,,Secrets of the Misty Isles for DnD 5e,April 24 2024,Y,EUR,"2,988.00",1.069705,"3,196.28",Y,N,Y,"€2,988",2988.00%,Ended,3196.28,1739812326300,April 3 2024,"A 25+ page adventure on sea and island for D&D 5E. With highly detailed maps, lore, and rewards!",https://i.kickstarter.com/assets/044/543/495/c8b7aed527c40e0c9161845e164edc96_original.png?anim=false&fit=crop&gravity=faces&height=90&origin=ugc&q=92&width=160&sig=ocAyh0TSFO%2BoD%2Bgl%2BMRhagxrNbitPA31uMirzBczIPg%3D,"[size=14][b][url=https://www.kickstarter.com/projects/840112518/secrets-of-the-misty-isles-for-dnd-5e/?ref=kicktraq]Secrets of the Misty Isles for DnD 5e[/url][/b][/size][q]A 25+ page adventure on sea and island for D&D 5E. With highly detailed maps, lore, and rewards![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/044/543/495/c8b7aed527c40e0c9161845e164edc96_original.png?anim=false&fit=crop&gravity=faces&height=90&origin=ugc&q=92&width=160&sig=ocAyh0TSFO%2BoD%2Bgl%2BMRhagxrNbitPA31uMirzBczIPg%3D[/inlineimg][/floatleft][b]Deadline:[/b]04-24-2024[url=https://kicktraq.com/projects/840112518/secrets-of-the-misty-isles-for-dnd-5e/][IMG]https://kicktraq.com/projects/840112518/secrets-of-the-misty-isles-for-dnd-5e//minichart.png[/IMG][/url]",$106.97,,"3,196.28",,
https://www.kickstarter.com/projects/manaprojectstudio/elder-mythos-roleplaying-game/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10691088#10691088,,https://kicktraq.com/projects/manaprojectstudio/elder-mythos-roleplaying-game/,RPG,,https://rpggeek.com/rpgsystem/43636/year-zero-engine,Elder Mythos Roleplaying Game,April 24 2024,Y,EUR,"107,210.00",1.069705,"114,683.07",Y,N,Y,"€107,210",1072.00%,Ended,114683.07,1739812326301,April 3 2024,A cosmic horror tabletop roleplaying game in which you will play dreadful Lovecraftian Entities vying to destroy or control the world.,https://i.kickstarter.com/assets/044/080/575/afbdff4f5babe65ecad1d6486fd72434_original.jpg?anim=false&fit=crop&gravity=faces&height=90&origin=ugc&q=92&width=160&sig=AcoPhoHAT2PeKNWh3MohNSzqJHRAPOvmsR1Cbvtorkw%3D,[size=14][b][url=https://www.kickstarter.com/projects/manaprojectstudio/elder-mythos-roleplaying-game/?ref=kicktraq]Elder Mythos Roleplaying Game[/url][/b][/size][q]A cosmic horror tabletop roleplaying game in which you will play dreadful Lovecraftian Entities vying to destroy or control the world.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/044/080/575/afbdff4f5babe65ecad1d6486fd72434_original.jpg?anim=false&fit=crop&gravity=faces&height=90&origin=ugc&q=92&width=160&sig=AcoPhoHAT2PeKNWh3MohNSzqJHRAPOvmsR1Cbvtorkw%3D[/inlineimg][/floatleft][b]Deadline:[/b]04-24-2024[url=https://kicktraq.com/projects/manaprojectstudio/elder-mythos-roleplaying-game/][IMG]https://kicktraq.com/projects/manaprojectstudio/elder-mythos-roleplaying-game//minichart.png[/IMG][/url],"$10,698.05",,"114,683.07",,
https://www.kickstarter.com/projects/dungeondudes/monsters-of-drakkenheim-5e/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10628249#10628249,,https://kicktraq.com/projects/dungeondudes/monsters-of-drakkenheim-5e/,5E,,,Monsters of Drakkenheim - 5E Monsters with Lore Lairs & Loot,April 25 2024,Y,USD,"1,065,710.00",1,"1,065,710.00",Y,N,Y,"$1,065,710",5328.00%,Ended,1065710,1739812326303,March 26 2024,150+ New 5e monsters inspired by Eldritch Horrors. Harvest felled foes to craft loot. Engage epic bosses. Explore forbidden lairs.,https://ksr-ugc.imgix.net/assets/044/484/611/bf27781f41ae9f5b59fbbca659a4e0b2_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1711500690&auto=format&frame=1&q=92&s=70d808e0bbaea0b1894ae61fca0674fb,[size=14][b][url=https://www.kickstarter.com/projects/dungeondudes/monsters-of-drakkenheim-5e/?ref=kicktraq]Monsters of Drakkenheim - 5E Monsters with Lore Lairs & Loot[/url][/b][/size][q]150+ New 5e monsters inspired by Eldritch Horrors. Harvest felled foes to craft loot. Engage epic bosses. Explore forbidden lairs.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/044/484/611/bf27781f41ae9f5b59fbbca659a4e0b2_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1711500690&auto=format&frame=1&q=92&s=70d808e0bbaea0b1894ae61fca0674fb[/inlineimg][/floatleft][b]Deadline:[/b]04-25-2024[url=https://kicktraq.com/projects/dungeondudes/monsters-of-drakkenheim-5e/][IMG]https://kicktraq.com/projects/dungeondudes/monsters-of-drakkenheim-5e//minichart.png[/IMG][/url],"$20,002.06",,"1,065,710.00",,
https://www.kickstarter.com/projects/162406126/towns-taverns-and-tales-a-travellers-guide/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10630517#10630517,,https://kicktraq.com/projects/162406126/towns-taverns-and-tales-a-travellers-guide/,5E,,,"Towns, Taverns, & Tales: A Traveller's Guide",April 25 2024,Y,USD,905.00,1,905.00,Y,N,Y,$905,905.00%,Ended,905,1739812326303,March 26 2024,"20+ Unique Fantasy Villages, Towns, and Cities for the TTRPG adventurer! Fully compatible with Dungeons and Dragons 5th Edition!",https://ksr-ugc.imgix.net/assets/043/869/404/db514f10bbc667953c9849ea9ba30b41_original.jpeg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1706845458&auto=format&frame=1&q=92&s=8d3a71e6811073c48c95dd779ef1da59,"[size=14][b][url=https://www.kickstarter.com/projects/162406126/towns-taverns-and-tales-a-travellers-guide/?ref=kicktraq]Towns, Taverns, & Tales: A Traveller's Guide[/url][/b][/size][q]20+ Unique Fantasy Villages, Towns, and Cities for the TTRPG adventurer! Fully compatible with Dungeons and Dragons 5th Edition![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/043/869/404/db514f10bbc667953c9849ea9ba30b41_original.jpeg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1706845458&auto=format&frame=1&q=92&s=8d3a71e6811073c48c95dd779ef1da59[/inlineimg][/floatleft][b]Deadline:[/b]04-25-2024[url=https://kicktraq.com/projects/162406126/towns-taverns-and-tales-a-travellers-guide/][IMG]https://kicktraq.com/projects/162406126/towns-taverns-and-tales-a-travellers-guide//minichart.png[/IMG][/url]",$100.00,,905.00,,
https://www.kickstarter.com/projects/elvenfoundryok/5e-one-shot-night-in-aurora/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10691103#10691103,,https://kicktraq.com/projects/elvenfoundryok/5e-one-shot-night-in-aurora/,5E,,,5e One Shot: Night in Aurora,April 25 2024,Y,EUR,241.00,1.07294,258.58,Y,N,Y,€241,241.00%,Ended,258.58,1739812326304,April 13 2024,Night in Aurora is a 5E compatible one-shot horror adventure. The adventurers must save the town of Aurora from evil.,https://i.kickstarter.com/assets/044/680/016/fc896e2be04844e47d7a72e497cad3f4_original.png?anim=false&fit=crop&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=ecug5aMmZ6OzB1hn4ZAg6zD4MQDSZfKwyMrco2q5%2FVk%3D,[size=14][b][url=https://www.kickstarter.com/projects/elvenfoundryok/5e-one-shot-night-in-aurora/?ref=kicktraq]5e One Shot: Night in Aurora[/url][/b][/size][q]Night in Aurora is a 5E compatible one-shot horror adventure. The adventurers must save the town of Aurora from evil.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/044/680/016/fc896e2be04844e47d7a72e497cad3f4_original.png?anim=false&fit=crop&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=ecug5aMmZ6OzB1hn4ZAg6zD4MQDSZfKwyMrco2q5%2FVk%3D[/inlineimg][/floatleft][b]Deadline:[/b]04-25-2024[url=https://kicktraq.com/projects/elvenfoundryok/5e-one-shot-night-in-aurora/][IMG]https://kicktraq.com/projects/elvenfoundryok/5e-one-shot-night-in-aurora//minichart.png[/IMG][/url],$107.29,,258.58,,
https://www.kickstarter.com/projects/jameskerr/solo-martial-blues/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10577584#10577584,,https://kicktraq.com/projects/jameskerr/solo-martial-blues/,RPG,,,Solo Martial Blues,April 26 2024,Y,CAD,"2,584.00",0.730914,"1,888.68",Y,N,Y,"$2,584 CAD",172.00%,Ended,1888.68,1739812326305,March 5 2024,A one player martial arts TTRPG,https://ksr-ugc.imgix.net/assets/044/213/187/8f46b9d66bacfe12e7370687c0abc8fd_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1709483809&auto=format&frame=1&q=92&s=ec82a7647f77406b41b1819db7e69d3c,[size=14][b][url=https://www.kickstarter.com/projects/jameskerr/solo-martial-blues/?ref=kicktraq]Solo Martial Blues[/url][/b][/size][q]A one player martial arts TTRPG[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/044/213/187/8f46b9d66bacfe12e7370687c0abc8fd_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1709483809&auto=format&frame=1&q=92&s=ec82a7647f77406b41b1819db7e69d3c[/inlineimg][/floatleft][b]Deadline:[/b]04-26-2024[url=https://kicktraq.com/projects/jameskerr/solo-martial-blues/][IMG]https://kicktraq.com/projects/jameskerr/solo-martial-blues//minichart.png[/IMG][/url],"$1,098.07",,"1,888.68",,
https://www.kickstarter.com/projects/1557907976/cairn-2e-boxed-set/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10630493#10630493,,https://kicktraq.com/projects/1557907976/cairn-2e-boxed-set/,RPG,,https://rpggeek.com/rpg/65735/cairn,Cairn 2e Boxed Set,April 26 2024,Y,USD,"226,920.00",1,"226,920.00",Y,N,Y,"$226,920",756.00%,Ended,226920,1739812326307,March 27 2024,"Explore a dark and mysterious wood filled with strange folk, hidden treasure, and unspeakable monstrosities in this ttrpg boxed set.",https://ksr-ugc.imgix.net/assets/044/491/334/2451766000801360bd3c8af6baa06e89_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1711552274&auto=format&frame=1&q=92&s=748f7314bd2815cf9becc9615c839bb7,"[size=14][b][url=https://www.kickstarter.com/projects/1557907976/cairn-2e-boxed-set/?ref=kicktraq]Cairn 2e Boxed Set[/url][/b][/size][q]Explore a dark and mysterious wood filled with strange folk, hidden treasure, and unspeakable monstrosities in this ttrpg boxed set.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/044/491/334/2451766000801360bd3c8af6baa06e89_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1711552274&auto=format&frame=1&q=92&s=748f7314bd2815cf9becc9615c839bb7[/inlineimg][/floatleft][b]Deadline:[/b]04-26-2024[url=https://kicktraq.com/projects/1557907976/cairn-2e-boxed-set/][IMG]https://kicktraq.com/projects/1557907976/cairn-2e-boxed-set//minichart.png[/IMG][/url]","$30,015.87",,"226,920.00",,1
https://www.kickstarter.com/projects/dnd5e/micro-dungeons-vampire-edition-for-dandd-5e/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10691027#10691027,,https://kicktraq.com/projects/dnd5e/micro-dungeons-vampire-edition-for-dandd-5e/,5E,,,Micro Dungeons Vampire Edition for D&D 5e,April 26 2024,Y,USD,"5,683.00",1,"5,683.00",Y,N,Y,"$5,683",5683.00%,Ended,5683,1739812326308,April 9 2024,"Micro Dungeon Crawling adventures where player's face terrible Vampires, for 5e D&D (5th edition Dungeons and Dragons TTRPG)",https://i.kickstarter.com/assets/044/548/625/ee5426f6a4655e794c216adb636dd832_original.jpg?anim=false&fit=crop&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=uxWrVr2c4cAKpbB4sEPhTevDd3AszrnTR6ctFRaXUqA%3D,"[size=14][b][url=https://www.kickstarter.com/projects/dnd5e/micro-dungeons-vampire-edition-for-dandd-5e/?ref=kicktraq]Micro Dungeons Vampire Edition for D&D 5e[/url][/b][/size][q]Micro Dungeon Crawling adventures where player's face terrible Vampires, for 5e D&D (5th edition Dungeons and Dragons TTRPG)[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/044/548/625/ee5426f6a4655e794c216adb636dd832_original.jpg?anim=false&fit=crop&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=uxWrVr2c4cAKpbB4sEPhTevDd3AszrnTR6ctFRaXUqA%3D[/inlineimg][/floatleft][b]Deadline:[/b]04-26-2024[url=https://kicktraq.com/projects/dnd5e/micro-dungeons-vampire-edition-for-dandd-5e/][IMG]https://kicktraq.com/projects/dnd5e/micro-dungeons-vampire-edition-for-dandd-5e//minichart.png[/IMG][/url]",$100.00,,"5,683.00",,
